,Sentence,Sentence Encodings,Phrases,Values
68,"If you buy through a BGR link, we may earn an affiliate commission, helping support our expert product labs.","{'expert product': '1', 'a BGR link': '0', 'you': '0', 'our expert product labs': '1', 'an affiliate commission': '0', 'may earn': '1', 'helping support': '1', 'buy': '0', 'affiliate commission': '0', 'product labs': '0', 'we': '0', 'BGR': '0', 'link,': '0', 'may': '0', 'earn': '1', 'affiliate': '0', 'commission,': '0', 'helping': '1', 'support': '1', 'expert': '0', 'product': '0', 'labs.': '0'}","['expert product', 'a BGR link', 'you', 'our expert product labs', 'an affiliate commission', 'may earn', 'helping support', 'buy', 'affiliate commission', 'product labs', 'we', 'BGR', 'link,', 'may', 'earn', 'affiliate', 'commission,', 'helping', 'support', 'expert', 'product', 'labs.']","['1', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0']"
69,"OpenAI on Monday announced major improvements to its flagship chatbot, ChatGPT, including improvements to voice, text and vision capabilities that would make “faster” services available to all users, and a new desktop app.","{'announced': '0', 'vision capabilities': '1', 'desktop app': '0', 'OpenAI': '0', 'its flagship chatbot': '1', 'Monday': '0', 'new desktop': '0', 'including': '0', '“faster” services': '1', 'vision': '0', 'would make': '0', 'major improvements': '1', 'a new desktop app': '0', 'improvements': '1', 'ChatGPT': '0', 'all users': '1', 'flagship chatbot': '1', 'capabilities': '0', 'voice': '0', 'text': '0', 'that': '0', 'major': '1', 'flagship': '1', 'chatbot,': '0', 'ChatGPT,': '0', 'voice,': '0', 'would': '0', 'make': '0', '“faster”': '1', 'services': '0', 'available': '1', 'users,': '0', 'new': '0', 'desktop': '0', 'app.': '0'}","['announced', 'vision capabilities', 'desktop app', 'OpenAI', 'its flagship chatbot', 'Monday', 'new desktop', 'including', '“faster” services', 'vision', 'would make', 'major improvements', 'a new desktop app', 'improvements', 'ChatGPT', 'all users', 'flagship chatbot', 'capabilities', 'voice', 'text', 'that', 'major', 'flagship', 'chatbot,', 'ChatGPT,', 'voice,', 'would', 'make', '“faster”', 'services', 'available', 'users,', 'new', 'desktop', 'app.']","['0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0']"
70,"Another perk is that Adobe Firefly was trained on Adobe Stock images, openly licensed content, and public domain content, making all the images generated safe for commercial use and addressing the ethics issue of image generators. ","{'all the images': '0', 'Adobe Stock images': '0', 'public domain content': '0', 'the ethics issue': '1', 'generated': '0', 'ethics issue': '1', 'Another perk': '1', 'commercial use': '0', 'making': '0', 'image generators': '0', 'openly licensed content': '1', 'addressing': '1', 'public domain': '0', 'trained': '0', 'Adobe Firefly': '0', 'domain content': '0', 'openly licensed': '1', 'Another': '0', 'perk': '1', 'Adobe': '0', 'Firefly': '0', 'Stock': '0', 'images,': '0', 'openly': '1', 'licensed': '0', 'content,': '0', 'public': '0', 'domain': '0', 'images': '0', 'safe': '1', 'commercial': '0', 'use': '0', 'ethics': '1', 'issue': '0', 'image': '0', 'generators.': '0', '': '0'}","['all the images', 'Adobe Stock images', 'public domain content', 'the ethics issue', 'generated', 'ethics issue', 'Another perk', 'commercial use', 'making', 'image generators', 'openly licensed content', 'addressing', 'public domain', 'trained', 'Adobe Firefly', 'domain content', 'openly licensed', 'Another', 'perk', 'Adobe', 'Firefly', 'Stock', 'images,', 'openly', 'licensed', 'content,', 'public', 'domain', 'images', 'safe', 'commercial', 'use', 'ethics', 'issue', 'image', 'generators.', '']","['0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0']"
71,"“In Vice President Harris, Michigan voters have a presidential candidate they can count on to focus on lowering their costs, restoring their freedoms, bringing jobs and supply chains back home from overseas, and building an economy that works for working people,"" Whitmer said in a statement on Monday.","{'works': '1', 'supply chains': '0', 'working people': '0', 'said': '0', 'Monday': '0', 'to focus': '0', 'an economy': '0', 'have': '0', 'presidential candidate': '0', 'Michigan voters': '0', 'their freedoms': '1', 'building': '1', 'Whitmer': '0', 'home bringing': '0', 'they': '0', 'Vice President Harris': '0', 'working': '1', 'restoring': '1', 'a statement': '0', 'lowering': '1', 'their costs': '0', 'that': '0', 'can count': '1', 'jobs and supply chains': '0', 'a presidential candidate': '0', '“In': '0', 'Vice': '0', 'President': '0', 'Harris,': '0', 'Michigan': '0', 'voters': '0', 'presidential': '0', 'candidate': '0', 'count': '1', 'focus': '0', 'costs,': '0', 'freedoms,': '1', 'bringing': '1', 'jobs': '0', 'supply': '0', 'chains': '0', 'back': '1', 'home': '0', 'overseas,': '0', 'economy': '0', 'people,""': '0', 'statement': '0', 'Monday.': '0'}","['works', 'supply chains', 'working people', 'said', 'Monday', 'to focus', 'an economy', 'have', 'presidential candidate', 'Michigan voters', 'their freedoms', 'building', 'Whitmer', 'home bringing', 'they', 'Vice President Harris', 'working', 'restoring', 'a statement', 'lowering', 'their costs', 'that', 'can count', 'jobs and supply chains', 'a presidential candidate', '“In', 'Vice', 'President', 'Harris,', 'Michigan', 'voters', 'presidential', 'candidate', 'count', 'focus', 'costs,', 'freedoms,', 'bringing', 'jobs', 'supply', 'chains', 'back', 'home', 'overseas,', 'economy', 'people,""', 'statement', 'Monday.']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
72,"White House forecasts showed increasing optimism that the U.S. economy is having a ""soft landing,"" reining in inflation without causing a recession. Biden said last week that he expected the Federal Reserve to begin cutting interest rates.","{'a recession': '0', 'inflation': '0', 'is having': '0', 'White House forecasts': '0', 'last week': '0', 'said': '0', 'he': '0', 'cutting': '0', 'increasing': '1', 'a ""soft landing': '1', 'showed': '0', 'Biden': '0', 'causing': '0', 'the Federal Reserve': '0', 'the U.S. economy': '0', 'interest rates': '0', 'increasing optimism': '1', 'to begin': '0', 'reining': '1', 'soft landing': '1', 'expected': '0', 'White': '0', 'House': '0', 'forecasts': '0', 'optimism': '1', 'U.S.': '0', 'economy': '0', '""soft': '1', 'landing,""': '0', 'without': '1', 'recession.': '0', 'last': '0', 'week': '0', 'Federal': '0', 'Reserve': '0', 'begin': '0', 'interest': '0', 'rates.': '0'}","['a recession', 'inflation', 'is having', 'White House forecasts', 'last week', 'said', 'he', 'cutting', 'increasing', 'a ""soft landing', 'showed', 'Biden', 'causing', 'the Federal Reserve', 'the U.S. economy', 'interest rates', 'increasing optimism', 'to begin', 'reining', 'soft landing', 'expected', 'White', 'House', 'forecasts', 'optimism', 'U.S.', 'economy', '""soft', 'landing,""', 'without', 'recession.', 'last', 'week', 'Federal', 'Reserve', 'begin', 'interest', 'rates.']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']"
73,"Sen. Bob Casey, D-Pa., echoed the gratitude for Biden’s “exemplary career in public service.”","{'Pa.': '0', 'the gratitude': '1', 'exemplary career': '1', 'D': '0', 'public service': '1', 'Sen. Bob Casey': '0', 'echoed': '1', 'Biden’s “exemplary career': '1', 'Sen.': '0', 'Bob': '0', 'Casey,': '0', 'D-Pa.,': '0', 'gratitude': '1', 'Biden’s': '0', '“exemplary': '1', 'career': '0', 'public': '1', 'service.”': '1'}","['Pa.', 'the gratitude', 'exemplary career', 'D', 'public service', 'Sen. Bob Casey', 'echoed', 'Biden’s “exemplary career', 'Sen.', 'Bob', 'Casey,', 'D-Pa.,', 'gratitude', 'Biden’s', '“exemplary', 'career', 'public', 'service.”']","['0', '1', '1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '1', '0', '1', '1']"
74,"“It would bring global trade to a halt and trigger a Smoot-Hawley moment – and possibly set off a global depression. It’s ludicrous,” Sonnenfeld said, referring to the Smoot-Hawley Act of 1930 that slapped tariffs on all countries and worsened the Great Depression.","{'global trade': '0', 'tariffs': '0', 'global depression': '1', 'would bring': '0', 'said': '0', 'Sonnenfeld': '0', 'a Smoot-Hawley moment': '0', 'trigger': '1', 'the Great Depression': '1', '’s': '0', 'a halt': '1', 'worsened': '1', 'a global depression': '1', 'referring': '0', 'all countries': '0', 'It': '0', 'the Smoot-Hawley Act': '0', 'that': '0', 'possibly set': '1', 'slapped': '1', '“It': '0', 'would': '0', 'bring': '0', 'global': '0', 'trade': '0', 'halt': '1', 'Smoot-Hawley': '0', 'moment': '0', '–': '0', 'possibly': '0', 'set': '1', 'depression.': '1', 'It’s': '0', 'ludicrous,”': '1', 'said,': '0', 'Act': '0', '1930': '0', 'countries': '0', 'Great': '1', 'Depression.': '1'}","['global trade', 'tariffs', 'global depression', 'would bring', 'said', 'Sonnenfeld', 'a Smoot-Hawley moment', 'trigger', 'the Great Depression', '’s', 'a halt', 'worsened', 'a global depression', 'referring', 'all countries', 'It', 'the Smoot-Hawley Act', 'that', 'possibly set', 'slapped', '“It', 'would', 'bring', 'global', 'trade', 'halt', 'Smoot-Hawley', 'moment', '–', 'possibly', 'set', 'depression.', 'It’s', 'ludicrous,”', 'said,', 'Act', '1930', 'countries', 'Great', 'Depression.']","['0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '1', '0', '0', '0', '0', '1', '1']"
75,"The Democrat leader “has made lowering costs for hardworking families his top economic priority”, they added.","{'added': '0', 'his top economic priority': '1', 'hardworking': '1', 'lowering': '1', 'The Democrat leader': '0', 'families': '0', 'economic priority': '1', 'costs': '1', 'they': '0', 'has made': '0', 'Democrat': '0', 'leader': '0', '“has': '0', 'made': '0', 'top': '1', 'economic': '0', 'priority”,': '1', 'added.': '0'}","['added', 'his top economic priority', 'hardworking', 'lowering', 'The Democrat leader', 'families', 'economic priority', 'costs', 'they', 'has made', 'Democrat', 'leader', '“has', 'made', 'top', 'economic', 'priority”,', 'added.']","['0', '1', '1', '1', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0']"
76,"Former US President Donald Trump’s “have at them” attitude towards US allies and partners, and the woeful Western vacillation over further military aid to Ukraine, will only embolden Putin further. Buoyed by his ritual success in this weekend’s election, he will embark on further risky and provocative adventurism.","{'further military aid': '0', 'will only further embolden': '1', 'provocative adventurism': '1', 'them': '0', 'Putin': '0', 'this weekend’s election': '0', '” attitude': '0', 'further risky and provocative adventurism': '1', 'he': '0', 'US allies': '0', 'Ukraine': '0', 'his ritual success': '0', 'Western vacillation': '0', 'will embark': '0', 'Buoyed': '1', 'the woeful Western vacillation': '1', 'military aid': '0', 'only embolden': '1', 'ritual success': '0', 'Former US President Donald Trump': '0', 'partners': '0', 'Former': '0', 'US': '0', 'President': '0', 'Donald': '0', 'Trump’s': '0', '“have': '0', 'them”': '0', 'attitude': '0', 'towards': '0', 'allies': '0', 'partners,': '0', 'woeful': '0', 'Western': '0', 'vacillation': '0', 'military': '0', 'aid': '0', 'Ukraine,': '0', 'embolden': '1', 'further.': '1', 'ritual': '0', 'success': '0', 'weekend’s': '0', 'election,': '0', 'embark': '0', 'risky': '1', 'provocative': '1', 'adventurism.': '0'}","['further military aid', 'will only further embolden', 'provocative adventurism', 'them', 'Putin', 'this weekend’s election', '” attitude', 'further risky and provocative adventurism', 'he', 'US allies', 'Ukraine', 'his ritual success', 'Western vacillation', 'will embark', 'Buoyed', 'the woeful Western vacillation', 'military aid', 'only embolden', 'ritual success', 'Former US President Donald Trump', 'partners', 'Former', 'US', 'President', 'Donald', 'Trump’s', '“have', 'them”', 'attitude', 'towards', 'allies', 'partners,', 'woeful', 'Western', 'vacillation', 'military', 'aid', 'Ukraine,', 'embolden', 'further.', 'ritual', 'success', 'weekend’s', 'election,', 'embark', 'risky', 'provocative', 'adventurism.']","['0', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '0']"
77,"Relations between two neighbours have been ruined for decades, perhaps longer.","{'two neighbours': '0', 'Relations': '0', 'decades': '1', 'have longer ruined': '0', 'two': '0', 'neighbours': '0', 'ruined': '1', 'decades,': '1', 'perhaps': '0', 'longer.': '1'}","['two neighbours', 'Relations', 'decades', 'have longer ruined', 'two', 'neighbours', 'ruined', 'decades,', 'perhaps', 'longer.']","['0', '0', '1', '0', '0', '0', '1', '1', '0', '1']"
78,"“At every step in her distinguished career in public office, she’s proven herself a principled and tenacious fighter for working people and a visionary leader we can count on,” AFL-CIO President Liz Shuler said in the statement.","{'public office': '0', 'proven': '1', 'the statement': '0', 'working': '1', 'a visionary leader': '1', 'she': '0', 'visionary leader': '1', 'can count': '1', 'working people': '1', 'AFL-CIO President Liz Shuler': '0', 'tenacious fighter': '1', 'her distinguished career': '1', 'a principled and tenacious fighter': '1', 'said': '0', 'every step': '1', 'herself': '0', 'we': '0', 'distinguished career': '1', '“At': '0', 'every': '0', 'step': '0', 'distinguished': '1', 'career': '0', 'public': '0', 'office,': '0', 'she’s': '0', 'principled': '1', 'tenacious': '1', 'fighter': '1', 'people': '0', 'visionary': '1', 'leader': '0', 'count': '1', 'on,”': '1', 'AFL-CIO': '0', 'President': '0', 'Liz': '0', 'Shuler': '0', 'statement.': '0'}","['public office', 'proven', 'the statement', 'working', 'a visionary leader', 'she', 'visionary leader', 'can count', 'working people', 'AFL-CIO President Liz Shuler', 'tenacious fighter', 'her distinguished career', 'a principled and tenacious fighter', 'said', 'every step', 'herself', 'we', 'distinguished career', '“At', 'every', 'step', 'distinguished', 'career', 'public', 'office,', 'she’s', 'principled', 'tenacious', 'fighter', 'people', 'visionary', 'leader', 'count', 'on,”', 'AFL-CIO', 'President', 'Liz', 'Shuler', 'statement.']","['0', '1', '0', '1', '1', '0', '1', '1', '1', '0', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0']"
79,"According to Volpe, lack of sleep and poor mental and physical health are also connected.","{'lack': '1', 'physical health': '1', 'also connected': '0', 'sleep': '1', 'According': '0', 'poor mental and physical health': '1', 'Volpe': '0', 'Volpe,': '0', 'poor': '1', 'mental': '0', 'physical': '0', 'health': '0', 'also': '0', 'connected.': '0'}","['lack', 'physical health', 'also connected', 'sleep', 'According', 'poor mental and physical health', 'Volpe', 'Volpe,', 'poor', 'mental', 'physical', 'health', 'also', 'connected.']","['1', '1', '0', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0']"
80,"The speed with which the highway was rebuilt, and Shapiro’s visibility during the project — hovering over the collapse in a helicopter, setting up a construction live stream, holding enthusiastic media briefings — won him national attention.","{'rebuilt': '1', 'won': '1', 'hovering': '0', 'The speed': '1', 'a helicopter': '0', 'the project': '0', 'national attention': '1', 'the collapse': '0', 'live stream': '0', 'media briefings': '0', 'enthusiastic media briefings': '1', 'setting': '0', 'holding': '0', 'which': '0', 'Shapiro’s visibility': '1', 'the highway': '0', 'enthusiastic media': '1', 'a construction live stream': '0', 'him': '0', 'speed': '1', 'highway': '0', 'rebuilt,': '1', 'Shapiro’s': '0', 'visibility': '1', 'project': '0', '—': '0', 'collapse': '0', 'helicopter,': '0', 'construction': '0', 'live': '0', 'stream,': '0', 'enthusiastic': '1', 'media': '0', 'briefings': '0', 'national': '0', 'attention.': '0'}","['rebuilt', 'won', 'hovering', 'The speed', 'a helicopter', 'the project', 'national attention', 'the collapse', 'live stream', 'media briefings', 'enthusiastic media briefings', 'setting', 'holding', 'which', 'Shapiro’s visibility', 'the highway', 'enthusiastic media', 'a construction live stream', 'him', 'speed', 'highway', 'rebuilt,', 'Shapiro’s', 'visibility', 'project', '—', 'collapse', 'helicopter,', 'construction', 'live', 'stream,', 'enthusiastic', 'media', 'briefings', 'national', 'attention.']","['1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0']"
81,"The most recent tests of the Privacy Sandbox tools were met with a litany of gripes from the digital ad community. The Sandbox didn’t adequately cover video ads, some said. Other complaints were that it slowed down ad auctions and that the auctions run by Privacy Sandbox were opaque. ","{'slowed': '1', 'Other complaints': '1', 'ad auctions': '0', 'said': '0', 'the digital ad community': '0', 'The Sandbox': '0', 'recent tests': '0', 'ad community': '0', 'adequately cover': '1', 'the Privacy Sandbox tools': '0', 'digital ad': '0', 'gripes': '1', 'some': '0', 'met': '0', 'did n’t adequately cover': '1', 'video ads': '0', 'the auctions': '0', 'a litany': '1', 'Privacy Sandbox': '0', 'run': '0', 'it': '0', 'The most recent tests': '0', 'recent': '0', 'tests': '0', 'Privacy': '0', 'Sandbox': '0', 'tools': '0', 'litany': '1', 'digital': '0', 'ad': '0', 'community.': '0', 'didn’t': '1', 'adequately': '0', 'cover': '0', 'video': '0', 'ads,': '0', 'said.': '0', 'complaints': '1', 'auctions': '0', 'opaque.': '1', '': '0'}","['slowed', 'Other complaints', 'ad auctions', 'said', 'the digital ad community', 'The Sandbox', 'recent tests', 'ad community', 'adequately cover', 'the Privacy Sandbox tools', 'digital ad', 'gripes', 'some', 'met', 'did n’t adequately cover', 'video ads', 'the auctions', 'a litany', 'Privacy Sandbox', 'run', 'it', 'The most recent tests', 'recent', 'tests', 'Privacy', 'Sandbox', 'tools', 'litany', 'digital', 'ad', 'community.', 'didn’t', 'adequately', 'cover', 'video', 'ads,', 'said.', 'complaints', 'auctions', 'opaque.', '']","['1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0']"
82,Start your day with WRAL Morning Briefing fueled by Biggby Coffee. Get the latest local news you care about the most straight to your inbox.,"{'your inbox': '0', 'you': '0', 'care': '1', 'WRAL Morning Briefing': '0', 'Biggby Coffee': '0', 'Start': '0', 'Get': '0', 'local news': '0', 'the latest local news': '1', 'fueled': '0', 'day': '0', 'WRAL': '0', 'Morning': '0', 'Briefing': '0', 'Biggby': '0', 'Coffee.': '0', 'latest': '1', 'local': '0', 'news': '0', 'straight': '1', 'inbox.': '0'}","['your inbox', 'you', 'care', 'WRAL Morning Briefing', 'Biggby Coffee', 'Start', 'Get', 'local news', 'the latest local news', 'fueled', 'day', 'WRAL', 'Morning', 'Briefing', 'Biggby', 'Coffee.', 'latest', 'local', 'news', 'straight', 'inbox.']","['0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0']"
83,"OpenAI has no plans to release watermarking or authentication tools in the leadup to the 2024 presidential election, Altman said. Critics have suggested that artificial intelligence could be deployed to mislead the electorate and sabotage candidates. ","{'Altman': '0', 'have suggested': '0', 'the leadup': '0', 'authentication tools': '0', 'presidential election': '0', 'artificial intelligence': '0', 'sabotage candidates': '1', 'OpenAI': '0', 'no plans': '1', 'the electorate and sabotage candidates': '1', 'has': '0', 'to mislead': '1', 'to release': '0', 'watermarking or authentication tools': '0', 'said': '0', 'the 2024 presidential election': '0', 'could deployed': '0', 'Critics': '1', 'plans': '0', 'release': '0', 'watermarking': '0', 'authentication': '0', 'tools': '0', 'leadup': '0', '2024': '0', 'presidential': '0', 'election,': '0', 'said.': '0', 'suggested': '0', 'artificial': '0', 'intelligence': '0', 'could': '0', 'deployed': '0', 'mislead': '1', 'electorate': '0', 'sabotage': '1', 'candidates.': '0', '': '0'}","['Altman', 'have suggested', 'the leadup', 'authentication tools', 'presidential election', 'artificial intelligence', 'sabotage candidates', 'OpenAI', 'no plans', 'the electorate and sabotage candidates', 'has', 'to mislead', 'to release', 'watermarking or authentication tools', 'said', 'the 2024 presidential election', 'could deployed', 'Critics', 'plans', 'release', 'watermarking', 'authentication', 'tools', 'leadup', '2024', 'presidential', 'election,', 'said.', 'suggested', 'artificial', 'intelligence', 'could', 'deployed', 'mislead', 'electorate', 'sabotage', 'candidates.', '']","['0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0']"
84,"The Transportation Department has consumer protection requirements that cover lost baggage, lengthy tarmac delays, compensation for being bumped from an overbooked flight and other protections.","{'compensation': '1', 'consumer protection requirements': '0', 'an overbooked flight': '1', 'tarmac delays': '1', 'overbooked': '1', 'has': '0', 'protection requirements': '0', 'that': '0', 'cover': '0', 'lengthy tarmac': '1', 'The Transportation Department': '0', 'consumer protection': '0', 'other protections': '0', 'lost baggage': '1', 'bumped': '1', 'lengthy tarmac delays': '1', 'Transportation': '0', 'Department': '0', 'consumer': '0', 'protection': '0', 'requirements': '0', 'lost': '1', 'baggage,': '0', 'lengthy': '1', 'tarmac': '0', 'delays,': '1', 'flight': '0', 'protections.': '0'}","['compensation', 'consumer protection requirements', 'an overbooked flight', 'tarmac delays', 'overbooked', 'has', 'protection requirements', 'that', 'cover', 'lengthy tarmac', 'The Transportation Department', 'consumer protection', 'other protections', 'lost baggage', 'bumped', 'lengthy tarmac delays', 'Transportation', 'Department', 'consumer', 'protection', 'requirements', 'lost', 'baggage,', 'lengthy', 'tarmac', 'delays,', 'flight', 'protections.']","['1', '0', '1', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0']"
85,Iran’s President Ebrahim Raisi was among the first to congratulate Putin on his victory in the Russian presidential elections.,"{'his victory': '1', 'presidential elections': '0', 'Iran’s President Ebrahim Raisi': '0', 'the Russian presidential elections': '0', 'Putin': '0', 'to congratulate': '1', 'Iran’s': '0', 'President': '0', 'Ebrahim': '0', 'Raisi': '0', 'among': '0', 'first': '1', 'congratulate': '', 'victory': '1', 'Russian': '0', 'presidential': '0', 'elections.': '0'}","['his victory', 'presidential elections', 'Iran’s President Ebrahim Raisi', 'the Russian presidential elections', 'Putin', 'to congratulate', 'Iran’s', 'President', 'Ebrahim', 'Raisi', 'among', 'first', 'congratulate', 'victory', 'Russian', 'presidential', 'elections.']","['1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', 0, '1', '0', '0', '0']"
86,"Two people have died so far due to a listeria outbreak in the U.S., the Centers for Disease Control and Prevention (CDC) alerted on Friday.","{'Two people': '0', 'alerted': '0', 'listeria outbreak': '1', 'CDC': '0', 'Disease Control': '0', 'the U.S.': '0', 'Friday': '0', 'have far died': '1', 'Prevention': '0', 'a listeria outbreak': '1', 'the Centers': '0', 'Two': '0', 'people': '0', 'died': '1', 'far': '0', 'due': '0', 'listeria': '0', 'outbreak': '1', 'U.S.,': '0', 'Centers': '0', 'Disease': '0', 'Control': '0', '(CDC)': '0', 'Friday.': '0'}","['Two people', 'alerted', 'listeria outbreak', 'CDC', 'Disease Control', 'the U.S.', 'Friday', 'have far died', 'Prevention', 'a listeria outbreak', 'the Centers', 'Two', 'people', 'died', 'far', 'due', 'listeria', 'outbreak', 'U.S.,', 'Centers', 'Disease', 'Control', '(CDC)', 'Friday.']","['0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
87,"Delta Air Lines canceled more than 800 flights Monday as it struggled to recover from a global tech outage that rippled through the global economy four days earlier, even while other airlines and some major health-care organizations largely returned to normal.","{'a global tech outage': '1', 'canceled': '1', 'major health': '0', 'largely returned': '0', 'the global economy': '0', 'to recover': '0', 'more than 800 flights': '1', 'some major health-care organizations': '0', 'Delta Air Lines': '0', 'other airlines': '0', 'global tech': '0', 'tech outage': '1', 'global economy': '0', 'struggled': '1', 'even largely returned': '0', 'it': '0', 'that': '0', 'earlier rippled': '1', 'care organizations': '0', 'Delta': '0', 'Air': '0', 'Lines': '0', '800': '0', 'flights': '0', 'Monday': '0', 'recover': '1', 'global': '0', 'tech': '0', 'outage': '1', 'rippled': '1', 'economy': '0', 'four': '0', 'days': '0', 'earlier,': '0', 'even': '0', 'airlines': '0', 'major': '0', 'health-care': '0', 'organizations': '0', 'largely': '0', 'returned': '0', 'normal.': '0'}","['a global tech outage', 'canceled', 'major health', 'largely returned', 'the global economy', 'to recover', 'more than 800 flights', 'some major health-care organizations', 'Delta Air Lines', 'other airlines', 'global tech', 'tech outage', 'global economy', 'struggled', 'even largely returned', 'it', 'that', 'earlier rippled', 'care organizations', 'Delta', 'Air', 'Lines', '800', 'flights', 'Monday', 'recover', 'global', 'tech', 'outage', 'rippled', 'economy', 'four', 'days', 'earlier,', 'even', 'airlines', 'major', 'health-care', 'organizations', 'largely', 'returned', 'normal.']","['1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
88,"Symptoms usually start within the first two weeks of eating contaminated food with Listeria, however it can show up as late at up to 10 weeks later.","{'Listeria': '0', 'the first two weeks': '0', 'it': '0', 'food': '0', 'Symptoms': '1', 'eating': '0', 'however can late show': '1', 'contaminated': '1', 'usually start': '0', 'usually': '0', 'start': '0', 'within': '0', 'first': '0', 'two': '0', 'weeks': '0', 'Listeria,': '0', 'however': '1', 'show': '0', 'late': '1', '10': '0', 'later.': '1'}","['Listeria', 'the first two weeks', 'it', 'food', 'Symptoms', 'eating', 'however can late show', 'contaminated', 'usually start', 'usually', 'start', 'within', 'first', 'two', 'weeks', 'Listeria,', 'however', 'show', 'late', '10', 'later.']","['0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1']"
89,"Microsoft and OpenAI will remain dedicated to this work, and we will continue to collaborate with organizations and initiatives that share our goals and values.","{'to collaborate': '1', 'initiatives': '1', 'will remain': '1', 'will continue': '1', 'our goals': '0', 'this work': '0', 'that': '0', 'organizations': '0', 'OpenAI': '0', 'values': '0', 'Microsoft': '0', 'we': '0', 'share': '1', 'remain': '1', 'dedicated': '1', 'work,': '0', 'continue': '1', 'collaborate': '1', 'goals': '0', 'values.': '0'}","['to collaborate', 'initiatives', 'will remain', 'will continue', 'our goals', 'this work', 'that', 'organizations', 'OpenAI', 'values', 'Microsoft', 'we', 'share', 'remain', 'dedicated', 'work,', 'continue', 'collaborate', 'goals', 'values.']","['1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '1', '1', '0', '0']"
